msno,song_id,source_system_tab,source_screen_name,source_type,target
u0Z7eLy8qGnD1vLmcx/CFeEGk0IWXVM2HUO9She7Vy4=,nz4zadXW0GsKGg0PjpLZo1FEwOmplv/zgjl+yojMRyA=,search,Artist more,top-hits-for-artist,0
lc8/HRnjiaPsc/cZ6o6f6uKCAwn1opP43648Mx5dSe4=,upH6pOAUd+iV/MkpzeELvqEFoTEIVhsV9eML8N7/gUM=,my library,Local playlist more,local-library,1
aNUTjyCvb6lAwjKRVBbtwOoifJAwJfSkdpDIx44TRoU=,JE95YhQoknT4PDnhuE0ns30qX0l6qATjHAODu49o0TI=,my library,Local playlist more,local-library,1
yiGYGWyGrCYHlMOtPv65urw9RfdH43PNGzu8TRaO+m8=,gejw+3WlC2cQOxQNuDgKdFUxlI/Oh2p2SHlATx9XI4o=,discover,Online playlist more,online-playlist,1
uM6QJ7+try0hLchf7PuiyWg9nRmNXIo9tZAYuHDTeOo=,tZZIbX96dQeuoM1ZUsliWV/Z8vOtt8MjjL4P2pOhZRI=,discover,Online playlist more,online-playlist,0
gW6QUmLJvCbk5e3IMwNS0Qn8WnowMiSx68ENUX/v45A=,TWcQbotRKTGOkzdGdc2I52nLaGRD4xjt6Ty8lJ4flVk=,radio,Radio,radio,0
xEeMEDdDCvfLGt6eoayVgVh48nLdPvEm1XzwzY6lT58=,cLFpNfRaN/++vu5P8Q+XRamIcXQ2NnF0Tu9uhGOROAU=,explore,Online playlist more,online-playlist,0
80Vp7J2h8fQfMfGCzikjfMOQVd42ITMQy8o0YXzjt54=,Im33t8I9ZMlos6Uo0+rLt0NS5b72ozxgyLINqJh/avs=,listen with,Others profile more,listen-with,0
B2Bj6if0bb04UEvQzpaLl5p+jXGI5g8DP76KPlKuUe4=,6AUf5DKW6kiFZLvYgyN5flQuapejeiVQ0nwhc5uTpQs=,discover,Online playlist more,online-playlist,0
xqt9l1/pqDwsmDzzA4RfCeq/rmCCIbaWDC+yvgcDyCM=,r4lUPUkz3tAgIWaEyrSYVCxX1yz8PnlVuQz+To0Pd+c=,discover,Online playlist more,online-playlist,1
ghJerR3Ei5zQIMzj/+f1O/31NWxrRJ6jfJwkwx3Ujdw=,F48LS/DqAt1EnPHRezspUgYaZcmiOoyOD75UFpHenEE=,my library,Local playlist more,local-playlist,1
2dlGOjjOwtdP8Yvf3SwgEHxC7DAtShs3mWi8JehizbU=,nt+hY8boPKCRNeo7Oha7roBlTsJMhStJvKL2jJ4DPEo=,my library,,top-hits-for-artist,0
gzvmbIJUpL27IpnNvpGHRAE50WYIgnShjTdbdfgpemI=,fCCmIa0Y5m+MCGbQga31MOLTIqi7ddgXvkjFPmfslGw=,my library,Local playlist more,local-library,1
rn9bZVsz34wBXQz3qMptWrNUwct6e0llFJBQOnmKEXU=,QZBm8SOwnEjNfCpgsKBBGPMGET6y6XaQgnJiirspW7I=,my library,Local playlist more,local-library,1
4z8S33gWIX7MSsQ+XlJJfUtvFuKxCc2ClmyLjg4USWc=,Y5pCgX8SWDp8A/qQsRHDq/rUgvjfNbaK3T/LKECRFjU=,radio,Radio,radio,0
OcF/3GZaWYwZ9vjvcgNhFrkLQkGhVuN0k4rJNU7rEGE=,7sD/47OK7UjsdmBjtLCUTIdX9Df8TjpHyOOeA0Koxy8=,my library,Local playlist more,local-library,1
2DU+vcUVAwQZ17mc6+uEf/HBFcHl094R2GKxNQO2BXo=,JU+7qy+XADz9+jynH5dALAeMmR3MRkbXs8zMFrPRv/k=,search,Album more,album,1
oqq72dti618A/fTn3qbV7SioKnaPzE6LnpEuFcpZIQY=,fDBtAj8rHHCQGeSsDEeT0WA3gSp6p7g3z71981gFuQA=,my library,Search,song,1
RgygWvMTnp+M7tKJEHJo1w9sYgWwE+/hpXUA2NGj7v4=,VW850gi5onModsvlRO53vSvoYKaKacPerBREC1Baa60=,discover,Radio,radio,0
JzgBW/p1S+oDmn/f9d973k4TQHuG34I/4VUfLMhdbKA=,2vF2x+ee0pr80jbeeGvdzwT7oUi/CBRGIFVVK/WFsP0=,discover,Online playlist more,online-playlist,0
uJX7HUMAoiaHpcfY5avQ8qZ0THR88qfzxoXTzUImF/4=,v2icg4TNPSHPf9Lr87eTDV64VgemROw3Lz16Ztdjn40=,search,Online playlist more,online-playlist,0
kvRxHi514EY2/4FzahC/vBf/Zn13/3ZwXweeepjewzk=,YDPEq8VMDOftYnjNryOS5SWWwFxm1ptde/bK3GV8SKg=,my library,Local playlist more,local-playlist,1
1Q36CvRSCLKXv4gMJ8gLRlh8oRYw9l/22fL0izCve9M=,8MfpwhYW2MKgUi7dCUCgXVbMBrr4QJNb+uglFc3RDsQ=,my library,Local playlist more,local-library,1
6aKz8zD8bJI3ZWgQEfCUDPUPPHpFroqBHOd79Uhac+Q=,MwZaD94L4Wl4APdJSVQF5JPt+xH6hb2KtWpFsjwYUlo=,my library,Local playlist more,local-library,1
KP2x1uFgVdHsoI1OXiV+hpf/e2BiM/BftYi3hHP6WRk=,kY5Jk+dhW71ZLfY1nBwXItv5hHwelSyDYErozRSY1Z4=,discover,Album more,album,0
x12pyUG5F/AB29yKTt5X8KJh9HtQCfMkAPcIe/jErWk=,mdCCBzf8lcOkZrP4t+RcrEFt2p/B7sftz3eII694UAQ=,discover,Online playlist more,online-playlist,0
FSMDe9+Xp07rF18kPvTscAW9AQiNk94B1xBBBcoIOkk=,CXdtx7/QxePhjYwYFcXVv+lXjCDEGRJ9r/OC7IQXthw=,discover,Discover Chart,online-playlist,0
4+CUbeYjtl1el2uCCXsPaFJFggV3CPG0kajuFvTbFV4=,Q8sY9HxFqYBR+rup3TpEz9DYL4pDSY8M7n75oGRSf/I=,my library,Local playlist more,local-library,1
MVedCWVjthBjhFvtOdcxeszX2kQAyO4ogfjQZowDuoA=,YUZaRp3Yl+ib3P9JLHq+YQnQFkskDmUl/yKyVeMqh8I=,search,Artist more,top-hits-for-artist,1
3mt1zZ9tQ6lWXnPzPgPHc8Z5f3WziChg3PYnSinBvJI=,rAiqRygcZIO9Lr4lkJjjclIhZwcHuvY+ng0Lw28qp2M=,my library,Local playlist more,local-library,1
cwyJueBC2115jDABgUIs0v0t5W5hu4i4dnEgECWGPM0=,YN4RQddNnWfgzWmRknlg1uXSdfnq+308BUtojTff17A=,my library,Local playlist more,local-playlist,0
+hiTDGAu7lze7WF1KeBy3A9kXuMxIbQ4HOsJHFbWNw8=,iSeT593ZHK9Z4sjdyl7CWPlYXH5ln0nY+IZpamRDFX0=,my library,Local playlist more,local-playlist,0
tLcvkpd00uGTui3ePTzhtjoROkCJ8PWdajvfrTCUijM=,rMZlaGs5Of25iPgKC+BDoDTzJah6Un1JRRYGkKmFHkk=,search,Album more,album,0
x9ufl4l71oLaYV4Ja/q3fyTwwYZZBRjDtlWy/8rZ7jg=,/GgZUQhPI/FEfpetN79CmK0gig4V2d0wiYQDGRbQ0Eg=,my library,Local playlist more,local-library,0
oYzmmcm1S+aMo/zwf/8jnuVJaTnl7oPkTZgyWrj3dWE=,T86YHdD4C9JSc274b1IlMkLuNdz4BQRB50fWWE7hx9g=,discover,Online playlist more,online-playlist,1
0bgoCdRd/gvL+6PhJEi9Q69Ok71N24OziMajYh30mTc=,A7xWQbpX8PCSanLLOALjd7Y3VR9FJwN7w9076bKxYeM=,discover,Search Trends,song,1
THRnoe6r6Yj7hTEHpeF1Vr/YYI3ssnKpoGNNnpQV4Bw=,4/ikc242Y7rGcqBAC7M5Gz1hag89GAsLPZyL8OIW46o=,my library,Local playlist more,local-library,1
0OhbrpfXFQR4O628gANmHErrY3cq5vZUg9AzYfPWl2I=,7KPqzl0ll9YR59/NuTEWBiRajCbtBLsvSHJB8tJBqEI=,my library,Local playlist more,local-playlist,0
47U9pg+hnKlX/WmguDQf++mhIIEBGOFdp1dZ+jIzRMo=,LbZKAaCO8qNm9Tx1rwUxC+xoIR0i/erpV8PddOPyTec=,my library,Local playlist more,local-playlist,1
bfmtzcFKj14UD8RytTtL6AZdC+BUL7gB6G+ZDY0vkUI=,Ux3rK1D1CYTAqqPeA+Y2maByxcj6bq0PS1ALDROB1BI=,my library,Local playlist more,local-library,1
Zdd2Rf9lWq0ilDaBn2WWg8y/BpusDhr733CuwduGnrc=,eqxaVLNhf6iD9YYfyFUFgDJPYQW05mRZuvXpk11NGl8=,my library,Local playlist more,local-library,1
6bC/+7YAKdkfscaK+zKkPOKKYj2J+e0LoEZglzL++lU=,E4Cizt1qEcejAk2AwNGi14GqRmS4YiZjTlr9ryC9Q50=,my library,Local playlist more,local-library,1
VljXmzDJkWgrufk4SJXj5kTHQwU4hjt+wf27HVFF980=,YKXNGyMdm+M370+YcJdqTDhPN1gJgBj+F5rmrdnPZT4=,my library,Local playlist more,local-library,1
c15ntK5juBpeYJDNKO26SmF0VYsAv6x+RCw28cCUyfY=,+5sWncPGLjAwJryvf21nLkY1Iy2QOyM7hs5IlFkr4Tw=,my library,Local playlist more,local-library,1
n+c9xCnU9YhrlDxyqXVrNkoGdDkwnj1coboczq8jbKU=,Lvw5DihYOmu1pD50BSP22nJD0dQka3FKeL2BdetF3sE=,my library,My library,local-playlist,0
xwQ3yQJGY4DW5iG0CgnWkHUPZ3EmPuTBz8B4ePEoSNk=,rTQW8WbQb+K9DssUMY4Slzf+1mhVnjJXo7lnBIU5fpo=,my library,Local playlist more,local-library,1
NwX1NaVlyw0jvfQNxLTcx9ztIUKVL/sjkccdAmMpfCA=,bCmDv8aIkMgo9OFaVMFaKcbaF8jLBJaINI70zGJwIE8=,discover,Online playlist more,online-playlist,1
6RPYiadMRpkxxnoPGyD/Jq3H45fe+973pvSQbxYYVwA=,A6MuRkekoHtBKhlSyFT7ieXc5yvDrzO2liPuYZmt2jE=,search,Album more,album,0
NaUkTGbC1hDxN1HVHHDw/ntWL2OsCLU/I8oen8axWjw=,Z3IV1SDvl1NDlDZnsD106a5m0LZ6ePUSjimupgxMPls=,discover,Discover Genre,online-playlist,1
8nh2kLtJgupLij8k3d/P+gI5EZIL7aHul3dk/wMrkvE=,GtbU7C2/GDSivSjLZplZ4kBY8B+5hrneBfMeTiOQPt4=,my library,Local playlist more,local-library,1
OYm3J1cSsv/6YdhmLigu03mTJ8RpRZTIN9V3nxNldD0=,lN9YrlC5+z1E00mGAzYcGN6DIFZyOdbgBkkByWwKBU0=,discover,Online playlist more,online-playlist,0
AeHDZFn+zGgCoRyM3rYxWLxaPN07oPtudkt2fA/f+DU=,/RYwZD+IL/0YEgpu71HgW9q6c2A80gr/fC/j0BmYGvo=,discover,Online playlist more,online-playlist,1
0/JUwPRRleg3ZGiOAfk9480j0zmNMRCuamusdhgeRbc=,R1jBDtkVrNl3ZnI2wDe0RvFtZFgrbnqm4TKqIBAwggU=,discover,Online playlist more,online-playlist,0
8h2evnlVW37+/g6PR4qUsA0dJtCWWeccFejv7bPK/yc=,uaU3VI7KA2xoQkGkSC4NNOMFmHL9R85kdR7eyY5Pc9M=,discover,Online playlist more,online-playlist,1
XHaD+fGrgqbF3xtKlPuXs8Sw++aD8wySX9TgtF9yf/k=,e8f1wY98/qihOQnQyayAp9WR2Me+lQGtc0MnGuYluoI=,my library,Local playlist more,local-library,0
0K/CVi9OwHBhb0qGpbNES5WhjTM+MuH0oephmsx0Yw0=,uo+x0VrtnOQhCthMkteMiQA1FJl8UVvotKjlZwxrCjA=,search,Search,song,1
SZ5NNypqaTWljFO1HiVZwkw3713+rM9x/JNdJd8/fzc=,AkGAgvl+l7NTX5+LIPxRzIM96sWZ5emx4St/GOpGS+w=,explore,Radio,radio,0
XKavSq8mf+T0Q1cMn+K4s1Z2RU0XddDzqo7KCw/ULtg=,NHoil0XauwQ7UHpQ8+DqNXBJAzjJSuQ+3J6jpuCnXyg=,discover,Discover Feature,online-playlist,1
LLV9EGkCfKaDN3Ng6q1E3pFgEObJZ/C441hBBlYf5Uc=,yM3nFSo90GWxt5jU/zXph6QO75ygGdfC+iw/T570XD8=,discover,Discover Feature,online-playlist,1
46EeVIBxA1RptzFhTAHpXFNFGsrvzU325Wr0ZMew6Kc=,JV6H9Lbebe1sWiyj8xoV288F01U9Eflz9fxtnq4HOio=,discover,Online playlist more,online-playlist,0
dgjzkF2Yg5tE6WtcA8xA8dEib64OxwpIin5RYKY5SuI=,7+lHFYrzIV3SSBbNlm1HjuFoEDbt6c28QaZtDNEM6Kc=,explore,Explore,album,0
u3l0bBAvw/rxuFtmjnFJ4DUL3tFHns9BmcNs7XGKSB4=,RMC9YbhmzMQpovaC95JudsdiXFWrtLhKOmd0HEOWVUE=,listen with,Online playlist more,online-playlist,0
S2Pbj7oex6Rtn1Dp4zxqoVlSc+74XRhKAyDNgMZsveU=,fUGs+CNuo9R1M6NQbuyGVFMJmTf0TSFHjYDrBglyuVI=,my library,Local playlist more,local-playlist,1
mgrR49X0VStu6shIr2wa0G3XcHFR0Ib1Gg33vz60T6A=,BhRKXRyb9YScgItl8s14hrvjwM6gyKpiz36zPrcLhOY=,radio,Radio,radio,1
KSXxByMj6pfvgHHSW6mUyxZpJn86p5JueFjDnC+2AUs=,xCzCsrLmPi47ibZPp/iRqvT4DqfRTyTnxfs3Y+fGWdA=,listen with,Others profile more,listen-with,0
2a3A+ajDeDgM3C3ET3ejIZ6moZbOLab9e7+cj9qFyI4=,qGojvnoBITz6OvnsY3wF3Y8fcveh89RsbG5lE2tvNFE=,radio,Radio,radio,1
19ovx09iXk9PK4/hZHp0UCOTX8L/UVDfxTo12Ta0zz4=,vILpPUkwB9kl1UIigkTo1Bab1uPSf0lzDeLoz1XERHw=,discover,Discover Genre,online-playlist,0
5R+7rrEh/g+AQp3doc+1bHPkdfwR4Md45UOcAKnM3tI=,7KXQssl1IsA4p6gWMeqoaY89rSCN2eT9gqV5Jw+RA1Q=,my library,Local playlist more,local-library,0
vLxByA7aZphjbyKJAmw/41mqrNRZyxTeka43kSPaJVk=,cy/YEASA1apSz1jjAiG+93ueH+8drQMOY4JAHYsrzbE=,my library,Local playlist more,local-library,0
XrRzOiFk/NWGpM6AUJS02m5mwumhB1Sy7nePv9dt3eE=,f5hbPY2JPa/OC0BOONNHrwbB7v6W/A6v8Whs674WYZU=,discover,Online playlist more,online-playlist,1
w/CTxu7bu4AMHL4MkM90EE26nUtG+WBsU+d36L2Ezxw=,Omds7BiDQEPnRMtWDiT5JJY9pLrLkWGedCLYSqaIesk=,discover,Artist more,top-hits-for-artist,1
Efbi8751M4CgFkZnROKx1WYCOlTyG5HOnXLsBF6gmfI=,yciKx3VagNk6RuCqe0KbTbwl+cWXKVYWAeI8UFe9Dfw=,my library,Local playlist more,local-playlist,1
kWBKVtgBPG/UEw6/j83QyhZ7QSn3sHajElqFWB23GL8=,lSnpKgBgkGyOFu8mF82Ot7Zc/BZwef02AG8S+BkPFD8=,my library,Local playlist more,local-library,1
mU7ELVg0/6YqQEXyvXcayF61ImLkRU0iibwujMpCKyw=,b6vmbrf5YoR/FeYMYSyXudHb9yDYY0TZPJz2xtQXFDo=,my library,Local playlist more,local-playlist,1
64Ah+SRuhJMi2tJ9CU2uYR/ytfV8YAS+mVCv7/ULTuw=,dPkWlgE0BAN5uJDCXmp0cm6JzIHnihw8fsxDN1K49gI=,my library,Local playlist more,local-playlist,0
hEhYgNaX3k9hP3oNugTF/QyRZxCcr5yL8blrRF+zv/g=,tdD/4GxXp1tbfTIArIXBehmGhvGze7kAx7JQONH+pc0=,radio,Radio,radio,0
zmUCIFM3UrPbzvyIyy3rwZ9kJE2GNw4rjiWarEuGfbg=,9aVVhHnlNxa4n1yZCQ8AJ5nXYI3Nn8eJarZEXJqaDvM=,my library,Local playlist more,local-library,1
aGu+w4RD22Ox40fdTkPtWTCWwg1T6oVgIlZ+p0/jeL4=,vOZM+nsNJEf762lTbfBOLTASbidZsl39ou8OBo/Kwns=,my library,Local playlist more,local-library,1
yK5HcaBrhN0XEGXF6RvYjCgYAXmt7Ae5772yEDJvRwA=,7qRYuW7mEOcDASHrLq0H9QHjUgiNiudpjI/mSQ7tZrA=,my library,Local playlist more,local-library,1
DZmCe26lz2DocDqco/zxBl7VSco2kgPstl/+8zZiWg8=,QrMu9YrISn0tyw8AdE814JfjzT931EfHkagPYkPNl90=,discover,Discover Chart,online-playlist,1
rGbXmjKDOsBV9n2LJEPtx4GcJS00c7Bs9ZFo6icxVJM=,C9Q+aOgJa0NvzMb1lSZ/FF+L/upx4EJmySNqWWV6LEo=,my library,Local playlist more,local-library,0
wiBTbkTOpLNxoLmdIGDCxJ1aRSagICI07lxGqklbh8k=,80hnDqhSe9u2uIaLvDh1tCbwryzDrsf789zgDDF+k+s=,my library,Local playlist more,local-library,1
E6H7r/GBhb896F8E6Gf0J9/YPWqviM/5ZeJcfqHdvs8=,WG6Jc3TmXPoyieHBx+xRtJbXW7Ua1MzW9L5m022vOQs=,discover,Online playlist more,online-playlist,0
8Y99+ek1rJVHXOieSPnHpNfoE/FcVG2H/xb7Iins3XA=,eI/fppo6SzfnQ/zAbGxwgLQO3ImeYb/SEBqiRIsuleM=,listen with,Others profile more,listen-with,0
P083302hxXKTn14hbVrTCxrXmmy92J/GaM1ZnNc8mMA=,Ot8WIXZXzvgZeZoCwcimfORgLbZJJdslmuvO1ufZB7k=,discover,Online playlist more,online-playlist,0
edUdqpDRIHJgTSux6pmf743976+9oZZClOReLobrm4k=,skkGDfVdprwE/YeVlVTRNN1mqHiMMJSvaOOjp6Tjg9w=,discover,Online playlist more,online-playlist,0
TITSOMTOuKk/9PFtxcnUwTcZxl5MotxaRV/TMgvqfYg=,ulkpR67N0qF5y+6uF5AnIyDZRuXoMyu1hq1if0ZzMs4=,my library,Local playlist more,local-playlist,1
MpHsCCf3Y+u+cbviv0sHdin5LIGb3X8Qv5wbqllwS00=,LnbFBEyneTI7mID7Pw+s14Kf3o73LucRxwS3Wpfjsf4=,search,Album more,album,1
cF/VJmBHwhcqdd016oPP1wXBdWSjxEHEzwlhEn4+/4A=,WmHKgKMlp1lQMecNdNvDMkvIycZYHnFwDT72I5sIssc=,my library,Local playlist more,local-library,0
mJFueE2CnrvbqLa9/XaBcu7ZATY1gELuyCx+WSy/KB4=,MMoKU2oY4hxIRX5RUE+Ye+l5/Sdh0raVnasm/1gXu+4=,my library,Local playlist more,local-library,1
qxxyPoi5vk8ARI7cnvzJJRg7vHkx6LpiU3Y/nOImgZA=,Ht0mXYAMr2xZbkWcCBH/mBrLuuHrkUb5XdXqY8h/OHw=,my library,Local playlist more,local-library,0
32cgPD/BbmvhjjVCmkovSHFfgeMIlUnJe5ILtcTLUr0=,Xe9ly/jcr81mmLHn3BhUStZzuszsXfp5FcemOfDqcXY=,my library,Local playlist more,local-playlist,1
iP3eF1In0rH61CfgVmWVYj4CgFcQQ0iVZG7MBA+Plgo=,09zsYTP091ir7LmFOJxRaFoVP0HWfN7Rt1CtaB23hxQ=,discover,Album more,album,0
cJ+2hH9XKdiBtzXWyk+UHjv4Hn00fTE4UivWNuPFgt8=,08G2mgBMhElpSUfNc5MW07MJsOaFeQdEL+sapRrQJOQ=,listen with,,online-playlist,0
uhEkft9Ht4TsUF5wBkmmZbtbaIVESVfiUnMlxHYl0HI=,CTwL9Gnx6QsaZ6+ygo/VHirN/XZKxlUJEB2VGQX8yjg=,my library,Local playlist more,local-library,1
rdNI0wgxmcsOgjH0akX2/zzW8qbDZc45D681Mpq45jI=,/AJOLGmFS8KNO+NCY2IDYtVZciqwryQG4Cjc1hK4g9Y=,my library,Local playlist more,local-library,1
el0apdNQdiNQOc+g6RIwKlKEymhYYIWcUgEueqNgDHc=,J4qKkLIoW7aYACuTupHLAPZYmRp08en1AEux+GSUzdw=,discover,Discover Feature,online-playlist,0
QCa42CFICcllTCubrBTniOtbbaTfMl2J0kd+nFvJvvg=,/QkZmuKY4PQGiEIz8l5OH1spdJG3ptc+f98eMoMOXAc=,discover,Discover Genre,online-playlist,0
I/NE3GNmIRiTZoIJCq/ioIOzOI+qo430YtdsFFa6VCs=,6n0enLI2bmFG/5oWP2qeSsq7CywViBx02fheMqwlATQ=,my library,Local playlist more,local-playlist,1
Uigz4lVMkS0JiUzt51D3FluM90HIO4RrlqbAMTBXZJQ=,A80BUPpqE//wb4/OqGt/vIYZeJv4yL2KMw3Z5pYao6w=,radio,Radio,radio,0
BxvMH9MqVrIOK/vxQpzA7ja/Qe242HUxbceBxOprJKY=,1LlvEAK/DD6jE+lmynOvX9jI6aZoK6wZON0zLBKWZhQ=,my library,Local playlist more,local-library,1
eUKkU4biga+dhIsn7wssTzFf6Sk3bp0ttgYEcJgkg1c=,e/upMhPFcXl3Rxq0Us1abr0FcThlZOeqKJhBobmltBU=,discover,Online playlist more,online-playlist,1
38pYrJic5wpoVtVFLSk0hKOAQEfk5v+M9r3WYhaCUIQ=,VhJCeOCObkVPjI3xwTlNJi21s2i8NjASd8D1K58o8VA=,my library,Local playlist more,local-playlist,1
afkPQd2JEtS6sDEH1bbCMCyJyYtaBn2allNL3hV6IGg=,u6/Pb7X4u7KU4gXrBgGqt8RlRrNNFLn03tLAHyxRxwA=,my library,Search Trends,song,1
TP9qWXIp3hRF92HhoDI4EMnYt5HEHBlGCESTMnSxMDI=,3jqu4kMileN53eaW7caMVy489iBE0EAcyddDYZ0c8Mg=,my library,Local playlist more,local-library,0
3mt1zZ9tQ6lWXnPzPgPHc8Z5f3WziChg3PYnSinBvJI=,K9NR/bHo4y1GI0ga1m8nrM/2pE8fSO1KwqCzrHolW0g=,my library,Local playlist more,local-playlist,1
8VWjZIkdCD9s5mSBhUAHDTiWd4TSnflmqTyBNes3Hg0=,z/+XZF/0QSERMd0wwcvITf4VLUg5CyaaitllethQ1Tg=,my library,Local playlist more,local-library,0
Ug16ZwmhH2Y+O4b0ypS3BYTNdJZS+2HDa1AHCQkInPo=,nW60n6qAGoytY/yX4w0r1IT462C9Xs/ZxbV6MLDSpUk=,my library,Local playlist more,local-playlist,0
j+xFmJsxqwqlo68xJJvAkk2IqR2X3eC8H3iSLIbIfw4=,6sk8OUq+/N5iwsX+odibPMxV/ednByzqVInEj1SEVog=,my library,Local playlist more,local-library,1
vF5T9jTT6kuFlViqa8V4+qnBPASXquljdVAFrEdcUIw=,AT7bR5kwilK+k46q92GtidjIv93O134pyz79jNCYaBA=,my library,Local playlist more,local-library,1
8ncKS6kWM+oSslEfrPcRMcHq5VVQqBcbWoQ0FHlDgPA=,AO559UT6G3tTetdSA4RVZQCIH5fUPPexKP7rBInG1jw=,radio,Radio,radio,0
YTHG2LGfnqie1/xzVLURtqbv9RZh/9JGj5tfdZ2a4VA=,1/xBKWQKclAmh/whrTW4Rs4XNqmZ8LbDwsLHhY3zYDc=,my library,Search,song,0
v0iILm4BOm8kOjfl6oPzdXvF7aE0uNlB1kX7lk24H5c=,MVct4ZUO7DIkv/WTcddXB2SXWRAz1kMkKoJptLXfYSU=,my library,Local playlist more,local-library,0
corAvkTMgMFI8oY00fGVVZ7GCYb9PoNO8mF0VUoPLts=,TPkT/8QPa7g58m32P3XVUi8JQPci4y60eQLeq6X2Z1o=,discover,,online-playlist,0
2hXGUTBu4jaI4uBw2oAOv7SDdPteh+n+N0ClhGZ+1ik=,jUWA0gLoVE64BZ0KHxVeZkK6BnKRBOijJ+dIUesUAso=,my library,Local playlist more,local-library,1
AFIdNIXDnv+hT+TPhVe12Wvp6grav8PVHrsNa7CVlcg=,LiMdjjnDyEnL+tUuQXtutJYsEu5sufVG8dHOFqmQmEc=,my library,Local playlist more,local-library,1
QsGb/Z2O+g0DxNGnHia9LkzxHaRA8DslvgiD0VT2zX8=,3j4LlP+xfgBKdkLGsOgt0Vez4GPfZSMYsQWTWVPAEdQ=,my library,Album more,album,0
CpZ0PzYenF2360pAz4pse2su7JelPObkQFfcefUekKU=,YFcfA1is8VCNC2qE/6GY0NixCC6f7fjQsOBvCFok60g=,discover,Discover Feature,online-playlist,0
ICWcsyumAEb/nvgUTmrKssUbD2GWxzf0l1CccrpPtLw=,VqOqrfMxAOMwJpyfUSyWuPmHpMtSuzvrCvHgahApvDU=,my library,Local playlist more,local-library,1
wARFfZRfunJL44CHeYdhF4zWRmdFRkBgJqJPI1D+VF8=,mzt0OiPC/0K52Se+bbDSC0to8KVSQVMe7cpRgFYayLo=,my library,Local playlist more,local-library,1
sGYFHWs81A4Iu+shfynlNUEcrKjkWQ2M0/H57lCXtG4=,JU+7qy+XADz9+jynH5dALAeMmR3MRkbXs8zMFrPRv/k=,my library,Local playlist more,local-library,1
a5YUJT3jy2MdqMFUIvE50TLABBoj98wuzEeAeAAPLL8=,87Z5zmdxWLVZDJVvnQ6njy7HCMshcJC1A/W9+0KOxTE=,my library,Local playlist more,local-playlist,0
IqU6uMIYzcg86IDve6REnZC9pG6CL9PO3pk3X2Qu/xE=,/NEcFdNHaT/jeIgvMWFmbY1FnEeGbV7OsykVt66Srb8=,search,Online playlist more,online-playlist,0
2DU+vcUVAwQZ17mc6+uEf/HBFcHl094R2GKxNQO2BXo=,rcKuc24ekfTqeMVoAqj9kjdoh6GquuTNHopi8mA67/0=,discover,Online playlist more,online-playlist,1
OcoUK1oFNJZH6VzA/kVKJeL7pLX1cAJ8FHNnAFkRMtE=,Xpjwi8UAE2Vv9PZ6cZnhc58MCtl3cKZEO1sdAkqJ4mo=,discover,Discover Chart,online-playlist,1
o+5RNlSWrzvrphgBNGIo1FLkGxBgyICns6qXj3nS7Pk=,G9uBO85uC/y3pOVX/QZF01FXC4Q3ZlxdoPjG7C+oEdM=,my library,Local playlist more,local-library,1
z27L3O3nx337BUrBGiA8v9uaHG0kIgAe82+CNGmcL/g=,kgOSHwInwdvDK0rUu8OXvPDITvzPKfeNl2pA96PJBfs=,my library,Local playlist more,local-library,1
3BKo15MB7ILF/YPUcnPtDe8Z5AeHVFKCMLLDHkRVM48=,bYnlRabPXz3ihqf1dDEy023+ZELkKHow6O1AFUSldes=,my library,Local playlist more,local-library,1
cFONJw9TNQ16q7meBjiUNJizDnFCV9JxppqHftEFGKw=,6tIeOQjCKyd4amJOHSf1PckW6D9RC3ZKgw/ihage2m4=,my library,Local playlist more,local-library,1
HDcLTCGI5Z3ZMZuZ24SIRhoIWCFhCGN98B4DNcxfKkE=,oTGg75yjTAP0grXmGld3EUD0b/b9u7lW2JyUX/mBiXI=,discover,Discover Chart,online-playlist,1
XW/fyfdaPEzlwRoi/ud3249uR8zN9oM3HfwALiwObQA=,lNrSm6WrqNq7LabZ1HMkQv0NtWcqdMGM2qom6djW97E=,my library,Local playlist more,local-playlist,0
MWyIWTazIjIOVwzNWWV5u60YywjmoM2ld02sru7BHRw=,h90KlUZE/mlkkPjhbhz3hXY1zvOhqJXuiKBoFWnTDAo=,my library,Local playlist more,local-library,1
S/JZQCn5W5Kn3JCWdC/dy8XU+hhJw310MvXuspdYkB4=,wBTWuHbjdjxnG1lQcbqnK4FddV24rUhuyrYLd9c/hmk=,discover,,song-based-playlist,1
+OcS8kCvHDB6A7QvvX62ZuI1GxCCQ41vIZjB1MPjTrc=,/N5sPxmR15+jdBEq4yXkH5HKYTpNCT2Di/qqbqdKRJQ=,my library,Local playlist more,local-library,0
a1d2KnoIq+/QdPaHUojFU7jnze1HDUxu5VFHJ2hti2w=,E4DoP+f0jpzuywir91Ivpi7o53wgRRZS/xqJhFmlg7s=,search,Search,song,0
bHjsQKUV9DXCai0GCjI2KI6+OiguYHwyQLB2dbt/+50=,pACbcCVOXnXjQfGsCyUkAlF9B9bOZ8yABu0Sv/8Q+9A=,my library,Local playlist more,local-library,1
PINV6dua2qHSWF+RNl9i8o3pi99hih1on5X772MZbQo=,JQDCck1pZa9z2KYYOb4LXNvS8WfSbxKeHxUgeHq0oJQ=,search,Search,song,1
