msno,city,bd,gender,registered_via,registration_init_time,expiration_date
BxvMH9MqVrIOK/vxQpzA7ja/Qe242HUxbceBxOprJKY=,1,0,,7,20110713,20170920
eUKkU4biga+dhIsn7wssTzFf6Sk3bp0ttgYEcJgkg1c=,1,0,,4,20170117,20170120
38pYrJic5wpoVtVFLSk0hKOAQEfk5v+M9r3WYhaCUIQ=,13,34,female,3,20140307,20171213
afkPQd2JEtS6sDEH1bbCMCyJyYtaBn2allNL3hV6IGg=,1,0,female,9,20140526,20170115
TP9qWXIp3hRF92HhoDI4EMnYt5HEHBlGCESTMnSxMDI=,4,27,female,9,20090814,20171231
3mt1zZ9tQ6lWXnPzPgPHc8Z5f3WziChg3PYnSinBvJI=,5,26,female,9,20060305,20170930
8VWjZIkdCD9s5mSBhUAHDTiWd4TSnflmqTyBNes3Hg0=,1,0,,7,20110301,20171001
Ug16ZwmhH2Y+O4b0ypS3BYTNdJZS+2HDa1AHCQkInPo=,1,0,,7,20160131,20170930
j+xFmJsxqwqlo68xJJvAkk2IqR2X3eC8H3iSLIbIfw4=,1,0,,7,20100718,20170919
vF5T9jTT6kuFlViqa8V4+qnBPASXquljdVAFrEdcUIw=,1,0,,7,20130110,20170910
8ncKS6kWM+oSslEfrPcRMcHq5VVQqBcbWoQ0FHlDgPA=,1,0,,7,20111224,20170914
YTHG2LGfnqie1/xzVLURtqbv9RZh/9JGj5tfdZ2a4VA=,1,0,,4,20161119,20161126
v0iILm4BOm8kOjfl6oPzdXvF7aE0uNlB1kX7lk24H5c=,5,24,female,9,20111208,20171126
corAvkTMgMFI8oY00fGVVZ7GCYb9PoNO8mF0VUoPLts=,13,40,male,9,20080726,20171214
2hXGUTBu4jaI4uBw2oAOv7SDdPteh+n+N0ClhGZ+1ik=,1,0,,7,20160607,20170921
AFIdNIXDnv+hT+TPhVe12Wvp6grav8PVHrsNa7CVlcg=,1,0,,7,20120704,20170909
QsGb/Z2O+g0DxNGnHia9LkzxHaRA8DslvgiD0VT2zX8=,1,0,,7,20161207,20171006
CpZ0PzYenF2360pAz4pse2su7JelPObkQFfcefUekKU=,4,23,female,9,20150829,20171011
ICWcsyumAEb/nvgUTmrKssUbD2GWxzf0l1CccrpPtLw=,1,0,,7,20160409,20170908
wARFfZRfunJL44CHeYdhF4zWRmdFRkBgJqJPI1D+VF8=,13,25,female,9,20111106,20171001
sGYFHWs81A4Iu+shfynlNUEcrKjkWQ2M0/H57lCXtG4=,15,35,male,9,20160828,20170930
a5YUJT3jy2MdqMFUIvE50TLABBoj98wuzEeAeAAPLL8=,22,0,,9,20110210,20170924
IqU6uMIYzcg86IDve6REnZC9pG6CL9PO3pk3X2Qu/xE=,1,0,,7,20150831,20170930
2DU+vcUVAwQZ17mc6+uEf/HBFcHl094R2GKxNQO2BXo=,13,28,male,9,20140602,20171003
OcoUK1oFNJZH6VzA/kVKJeL7pLX1cAJ8FHNnAFkRMtE=,1,0,,7,20111123,20170921
o+5RNlSWrzvrphgBNGIo1FLkGxBgyICns6qXj3nS7Pk=,14,18,male,3,20160306,20170811
z27L3O3nx337BUrBGiA8v9uaHG0kIgAe82+CNGmcL/g=,1,20,female,4,20161223,20170323
3BKo15MB7ILF/YPUcnPtDe8Z5AeHVFKCMLLDHkRVM48=,5,50,female,9,20060506,20170930
cFONJw9TNQ16q7meBjiUNJizDnFCV9JxppqHftEFGKw=,15,28,female,9,20070627,20170915
HDcLTCGI5Z3ZMZuZ24SIRhoIWCFhCGN98B4DNcxfKkE=,13,25,female,9,20111029,20180927
XW/fyfdaPEzlwRoi/ud3249uR8zN9oM3HfwALiwObQA=,15,21,female,4,20161021,20180421
MWyIWTazIjIOVwzNWWV5u60YywjmoM2ld02sru7BHRw=,13,20,male,3,20150722,20170924
S/JZQCn5W5Kn3JCWdC/dy8XU+hhJw310MvXuspdYkB4=,5,21,female,9,20140908,20170516
+OcS8kCvHDB6A7QvvX62ZuI1GxCCQ41vIZjB1MPjTrc=,22,16,male,9,20160102,20170610
a1d2KnoIq+/QdPaHUojFU7jnze1HDUxu5VFHJ2hti2w=,1,0,,7,20160422,20170921
bHjsQKUV9DXCai0GCjI2KI6+OiguYHwyQLB2dbt/+50=,17,0,,9,20150306,20170107
PINV6dua2qHSWF+RNl9i8o3pi99hih1on5X772MZbQo=,5,25,male,7,20140102,20171006
8c30FzQ1D3Ydlyw04I0COyrrNTt2ccHiOKPVlDKbO48=,22,25,female,9,20110327,20171006
X1XyOLztcV4CRk8yObg3st/4lRKWdmVGJHwCjRZSCzs=,1,0,,9,20160405,20171210
iRiSKezs0fxe6jnqhtKmS8JC2+gBx/C47sbcPjA5fG4=,1,0,,7,20101201,20171001
0ifIt5dhT4hAvXG9fMCAc5hRaVyogy0RelTlMprFRxI=,1,0,,7,20151101,20171001
3G3YP2823UBqLkDdp4NPRooubciE19bItr4LHFZlwfk=,1,0,,7,20160222,20170922
rTRnQS/r4ShT0b4O+MibIwdjsMkoNKVDz9ZXxS0yCYg=,1,0,,7,20160905,20170714
dzlMVtsrcSafxqpJNFMxv3dZHGD2c/gaXFCMyO51C/M=,1,0,,13,20160919,20170911
OPNIsJYSU+7di2n4+H9bE9eAvBTIPVvTxQgTjixUDpk=,13,23,male,9,20110507,20171017
kQwwxkre1B/PD84/Jh5X5UuwUcQXJMHReH4vPSFogvU=,22,23,female,4,20161101,20170711
g3Kt0arbPmptvlP2vcLST6jj5IYAmesNwJ4gIowJwMg=,1,34,female,7,20130301,20171007
pEtYzTZRYnq6m03irTPjEYipNVLdox5fm4V9fDkDdog=,13,26,female,9,20080511,20171020
6A7/1UnMGrCC6d5HJ3hUpHElF1jDXJsbmh3+5H3Yqps=,1,0,,9,20130805,20170518
LtFjowHdFOXptRCRDK67V+egD7IwyI1tUWIYCVru7vU=,1,0,,7,20151021,20170917
PCHfbQ2xj06VYPrbqwWZGm5AW3JloNHQGX95trDMSpc=,22,30,male,3,20150906,20170913
yLPstMcz7Q3oIta4aDpNVDMFyrXSvPjoMdhMLgV9jZU=,14,26,female,3,20140103,20170916
seWRpNu0US4ERRzeLnWN5Q1ilVog+nSVHlNfuMw5lR0=,5,35,male,4,20160613,20170916
A4/7WSxwhkrIssLXOL8iCjoSnrEwYBEMdEMgx9lWu7U=,13,30,male,9,20130105,20170922
dJOw9d2r89Og5bCi68rGP5icXAbpCqxBr5H3BB9f7ZE=,1,0,,7,20151110,20170910
L6fSf223p3T1nNoTYbE3ZDfCF940I+jVjlvb4lRvpiw=,5,38,male,9,20101029,20170903
kUbwE3HqDQRpbTN8Dq2FtTNGVOIi2a8j+qsaNoIO/yw=,5,0,,7,20110422,20170923
Q7LO0mVcn6yoEV8YLf29caqiJ/DMp0mgg1CoFV5GOKo=,15,24,male,9,20150228,20180720
eReRqtSyqiHATpVg9b22InTl8y3BeNtofd2UuVcU398=,22,31,female,9,20080808,20170909
rL/9l3wqi2nbsJkd5wOQYTHphJSMXVyAXSf76vNgcLk=,1,0,,4,20170119,20170618
KOBmomUUP0zJ7iWGBYSmMGwuZCd4yaFaUwRKwR/3oBg=,13,36,,3,20130915,20170208
pga8OlxBlbtO6IXMeIrP23yHUeFvDcUvSG+d8TrBSaA=,6,38,female,9,20070507,20170406
YkSiELjVoRNykIbqHfckgo4PG81exSQnEVf/b8EgllQ=,9,26,male,7,20140626,20170930
LNRCaX4c1IHezCmGKiwEJynRUQfETeJeWbUKu2p7MvQ=,1,0,,4,20161229,20170101
z2DZCQLKHtyD+A8FaQ0sohgU5BDFa8Eu+a1lILTz3wU=,1,0,,7,20100917,20170930
E5sporFZHaqvLvpmfvKrfRTpNkMvn10G0P2mIqsF0rg=,13,30,male,3,20121224,20180617
6+MJvBTYGCnS30Y4kWyMX4sxRzC+hEG8a1k3VB2Hfgk=,4,27,male,9,20150811,20171004
RgygWvMTnp+M7tKJEHJo1w9sYgWwE+/hpXUA2NGj7v4=,1,0,,7,20160418,20180804
bdS/Kjake8s5IysBBcc6UtdkElW9c8akXCGoHYA13S4=,12,25,female,7,20161011,20170910
TvjXpGHw4z8vt6UN0/kgLnE47b9wlNVluI+chX+p+pc=,15,20,male,4,20161221,20161225
xbYDUjpzIrkmuKSqaH+agXEs9hxt/6oEu/VG4Vcm1/4=,15,24,female,9,20111105,20171021
o+5RNlSWrzvrphgBNGIo1FLkGxBgyICns6qXj3nS7Pk=,14,18,male,3,20160306,20170811
nlXm0mLxAnjr+KUK8NHxHsts3K0PAJBQoeTR49OwzNE=,5,29,female,7,20111006,20170916
w+Ck9xdBlgUALV0NZReyLfHovpcyC1wOU+UXU1JMH8Y=,1,0,,7,20150415,20170915
728GzI3raYgqms66Qg26MxSf1WqyW8Qp4wsVEjIn28g=,1,0,,7,20100428,20170923
/yWVP3TK6PpBKyH4F09j5alddK5DAHw5s4w8asGcwbU=,5,40,male,9,20060903,20170918
I2lPI/WdksYxEzfD4vd5OlqH53fVUBB9mWaxSVSfN7Q=,15,21,male,3,20130428,20180125
XQxgAYj3klVKjR3oxPPXYYFp4soD4TuBghkhMTD4oTw=,1,0,,7,20110820,20170920
K7obY5lUlZTd6a/byE9NG/e7Q/dlgHfppLbYk8OL7os=,6,27,male,3,20140317,20180113
wRv3l34bRG1KtK+YMuSMFmwCMXPSMSJ3CraoiNbLPgE=,1,0,,7,20120109,20170909
/TEYmvR3+gfarSBe02TRMq5MwAKbzRtgLA6bXaSLtzM=,15,26,male,3,20140821,20171206
Kr3rDrFJp1YzOHY6qGljBkj+cz8T1c7hmT/KH6Ffuw8=,13,29,female,9,20051020,20170930
EqQlFOF5I3dPtRNuuu+ulecRKGrX7PMEfu3vTzJznUc=,14,41,male,3,20141219,20171216
oyGmJaAfoLt2gtOVsPflg27vbc3oCOcq/v5NH7bsev8=,1,0,,7,20111106,20170913
P+Sxa9gtP8P8IQcpPGbwWmEFdrF16hTrtfXyfa5aGoI=,5,27,male,7,20110131,20170910
tgHJdbh4ScLKmUk5hwd6TbrJAlQDt/QXymdpsycYbjw=,5,30,female,9,20140717,20171019
KSZEtYm1N11HemodPDayoeV5pnL/dg/riDQBKweeSWA=,4,37,female,9,20110306,20170930
8u1j+O4yuAEWh+wf3p9Ht7bOzeCa27ResSBQ7TVCl08=,14,36,female,7,20110329,20170908
L5BnxpJT/EwH+dFl9FHNTwCWEzz8XoJkBL5aX6c+ExI=,1,0,,7,20100923,20170923
w8lMQ9t/toEY+/cKrSN+BkRasE9FUFv5QmSwP2c4XB8=,1,0,,7,20110116,20170916
k7rrpLsUog2t2B9xJT2l6id+8u02hGGlL06Xndc3rGU=,15,20,male,3,20121122,20171212
qz4e9P14MsackJbFFfj2ZSY4jTuK+9XEGgCWTc0COKI=,10,32,female,7,20110306,20171007
oNeK+4aUfZ4nVgOurQpuUikMKMsKWcghL5MBqeR9lN0=,1,0,,7,20130115,20171005
hqtkr+lMqjG4CA7OFXuxG74bDj2zL8MZblCHQT3+iEg=,13,25,female,9,20120525,20171013
e9/q+cgrD4qiElNXFx/gXrJythEnoVqXG+TiySLTwjs=,13,7,male,3,20120101,20170918
wVYlHS45S1HW1YPAIluhbUZz2cb+fZ9xrd/AxcMt+L4=,1,0,,7,20101222,20170912
cOQwGCiBeQhiLyypp+U/YuDxRCRIJ+ajPXCMBkWjxko=,13,0,,9,20130122,20181029
9E79miiy17Xjozz7UrckRCKhZk3kIXM5HqFH2ZUkxVE=,1,0,,7,20130813,20171005
p3RXTQvZmfn+gZNPOiwJN12AdlG/3UQAwAsM8o88L6w=,14,39,female,9,20111206,20170612
PXKw4+MfxGOvZQEL5hafJ5IQYILu5nyc63iZHC1qL8M=,1,0,,9,20140818,20171008
IGuoA5YSpS/E8eAjKNBePOvxr554y0vQXHJdi63q3HI=,1,0,,9,20160809,20170908
UkWCYyPz2DssT6KDFevGkLGVWA+XVQrChnqFKf5k5uc=,1,33,female,4,20170107,20170117
uVBnv43JYjfDspYUsvjyn9+8mDUDSACpmdNgwl+Oi8U=,1,0,,7,20161113,20170912
as04tVeKZZZSZjH4rdp948eMqgu8WLDGjwhoRIGF3aI=,5,0,,3,20130922,20170909
VHpRaOzuJSgJb5VfbMLKnB6wVuCfBR4YRiStxK7XrN4=,22,18,male,4,20160103,20180806
iZQb5quAVLTo5TwDJM/pItKIxFB1DX5iAlrt/NUjYzk=,12,35,male,3,20140305,20180315
Mkk0qFFWovjmCtwpR6/JtzunylHgJvMYia866+QFJMM=,1,0,,7,20160215,20170914
n3/SmbEYwx86VlhZnOhRFIEqkfjprJwVuPP5umE44C8=,1,0,,7,20151025,20171005
EgZyFW27qzv1jQG6OPV6vV7NQUOStCp7G+KimHNdLC0=,5,0,,9,20110727,20180616
29S1kcu8P6oHJQ3j0Ey4WbM1/PDdBTAJjJAcGB3zKOE=,12,26,female,9,20080921,20180725
FY7fdESg7yzc8LJHZcE0ZtoRwDzsQue91B2M/zYZVx0=,1,0,,7,20111114,20170923
KohRet/Vxmwacbke+i8C8jYd/RHYEDvu/WyRVeUv7EA=,22,26,male,9,20160221,20171020
TXr5Mm2/Tx9qET7/KRDCtapga3bdXj3KTGuWBDxnQZ0=,1,0,,7,20150521,20171005
WFxN/D9skEqWMIp5rCcmaXddN1shdf3pctLKPYGQiKs=,5,27,male,9,20110326,20170911
6Bxx89zMuCiq03XkvDW3txHHiC2oXZFSc0JoG+auKDQ=,1,0,,7,20131224,20170914
jYJ0CRcJw0ykEDOWz4Wb0veZDp8YnwMCmXf1oZj+eaE=,1,0,,7,20160106,20171006
Phv5QAUtJi9AoqTO8o9p9dtt3NGlNvMD8SmZO602TD8=,1,0,,7,20110127,20170930
4D/qGkQUZsaEGOGTc0omEsJWY/0RaEVK3imy3348x1U=,15,36,female,9,20071130,20171030
l99BjvyKl5mVGdt2aHI/Ex74Dsa37FmawXez/tkOwfE=,11,0,,9,20141116,20170922
cQmNqJD4VOgFYDlX16rYLYXUDECUyMLNzI/E0AKpN0o=,1,21,female,3,20160115,20170406
ABWTfqiZnoDvVBX7EktcxxpIpBsvPtIr0UilpaZxF/s=,1,0,,7,20160106,20171006
qaJTmxOHy/fYhxD2qexZ1QS0CvG/T7JguBh6aqdPHGY=,22,40,female,9,20091204,20170728
PPAphrrjWNpWJrvgNESHk9Y/1vpukBkSXl4sxzXT4sM=,1,0,,7,20160903,20171002
GOHD9+bRR0SjHjLBW7nyzzkbVLy3TSSK71pvEFH5fPI=,13,20,female,3,20130828,20180114
HVWHHNfjZLbDKWYM4sOIqXVhkVSQc5iaMbmTdGYMPzU=,3,0,,7,20101216,20170917
0fce+q/77QsoHU7RbKVPvxYNu+4otDwIixumQ7UOcsc=,1,0,,7,20130727,20171003
9VXz26ESh7NFuiMGGjMAdlEkBfA1kDsCZh/2y2k6fQE=,4,37,male,9,20041117,20170930
Cx7Ro+KLOEiKK6SEIbiGe5PMfAddO9+Q6R+piIgNahk=,1,0,,7,20140601,20171006
T8hSOiWVaJUXuqcwzYshsjmcNn/y7u/TzrYG1GgHJ/w=,6,41,female,7,20130331,20170930
3YtM6/vu7jk3c2afsQDydGoAeDtCJO98APhSgQRrc7k=,3,34,female,3,20141109,20180327
Z78IwF7acOVoQPn6GMq07Yohi3mVIF4ARvo07hyPDhc=,1,0,,7,20151015,20170930
8NthxmOVPiiilOtgBQs86xila73VHPztb412le30VNA=,6,32,male,9,20110307,20171006
M0nk0XmAVj8NoS7GCw1GQUoCIiMZV8b7ZZx21NhhrWo=,14,26,male,9,20101118,20171020
7yxws25oE7dnkHK/+OX2Bt2ac9KhPrLDKsTXm3GiCzA=,1,0,,7,20160204,20170205
uThmylyP/2NL7owjljH0ApkgWTkvFRqNge1L0E38F6A=,1,0,,7,20160101,20170930
CfJlZFpYkOiaMshXfUXQfR6AaaZroul5m7K1z8P3DoA=,13,25,male,9,20100520,20170920
p0prSINV5OX6XTIbcliq4FZTTa+M4b1EpNqzGyjcyIg=,13,22,,4,20160924,20170905
RXs7lNKy1uJDZqbzj6AriMKsVi0LDpHeFYuUhHJbD78=,1,0,,7,20101126,20171002
dprwHw85h6MQpjILzOpVDnQbfQEr9Wi4VNRt0zdr0ZE=,1,0,,7,20130109,20171005
pGktTpVpifMXzR2jPTWvW9BRdlC7cnchTUQd3HLNTPo=,5,0,,3,20131103,20170823
BqfUmRaOVmtGwGLIGMLetG3ZRwlxawgEa7U7Z0myUWc=,1,0,,7,20161207,20171006
3G3YP2823UBqLkDdp4NPRooubciE19bItr4LHFZlwfk=,1,0,,7,20160222,20170922
OVUGPZwzOLGECd+B2lJX7a42Xa2uPFSZ8Qw3yV4lKHQ=,1,0,,4,20161229,20170101
zv8muL1wLbpORXnnEOiUZ6+GYJY3xR5iEDez+W3H5CQ=,22,34,male,4,20161109,20170929
m62HGjMvCllDe6Qm5WwePM1s00L/AIBFhwJL+tSYgis=,1,0,,7,20160131,20170127
v44I6GJiY7DN6OMMNl4JgxgPE80uCr5d5JAMA2Lp30E=,13,27,female,9,20120512,20180212
5Q795CtVIKgRGRMnyOLPF6ab3cAMSwZxtZO87yjkdE0=,1,0,,7,20150806,20171004
y+QiBl0OQWyUCZ2cUrsZI/wFbmZbP712PjG/ejEfv7g=,1,0,,7,20161102,20171001
y3BxDsRW/8dQI1bBVZtruXgE79NTxs59DUKJhQNKnhs=,22,0,,3,20130304,20170717
IU4XmahhntFf39v7Xzd/Nk6fjzZCCpAjOU8xW2TWHGk=,1,0,,7,20130522,20170920
IdOfvJMfTMfrmM5rt17S33XkNK5K1pB1mx+Rsj0DA2U=,15,27,male,3,20130525,20171006
2eZqefzkLbD/9ttusOYou15Bv+oOwB3n3MQDeoum02A=,1,0,,7,20110530,20170416
x12pyUG5F/AB29yKTt5X8KJh9HtQCfMkAPcIe/jErWk=,13,0,female,4,20160803,20170917
WAMleIuG124oDSSdhcZIECwLcHHHbk4or0y6gxkK7t8=,15,34,male,7,20101224,20170924
0vh5hd7crx8eP56Zo1U6XD/+cH3LMpVECqTVjWBBPGc=,1,0,,9,20160124,20170612
moON3a5jZu2wKmJwgr++aCSeLHQxY1SjkfGzbI3NGRk=,5,30,male,9,20110519,20171012
4QzpqULt3JT79hTBzv+7kx4Trh9wMRT3PAvHZB5IYSA=,4,23,male,7,20111003,20171017
6cmJO39t5oDkzf+N2tiMD6/oZSVRNo51KZL3XBL5IrU=,15,27,male,9,20070112,20170630
weilB6TSoRtXB++DlfP20p/YdWzjT7oD/j3LGtxRc3k=,13,0,male,9,20050908,20170930
EfcNnWocQIAEn5gw6sHktzvZXBC9c+u2HpuzrX5leOA=,13,30,female,7,20101029,20171007
rMPjiMNJgXyM5rweIH2LdwCOwNNecU28v/dPmyGeVr8=,5,21,male,3,20161219,20170621
gGHdfA/CZswpvs8oWNzqgGkc5JfYGqut1arwLVnAMyY=,13,36,female,3,20130318,20170910
NGsQtyxwDfJx7EHXdt8Po1SeE0tuoN0nQuV66qVd84g=,4,20,female,4,20151027,20170912
hkruq7C5X+abj24+7bqk7j5K3VZ/juHafOsLT3fsgqU=,5,22,female,3,20141210,20171013
9bZ/Ivm5Rq7kbJhPLJ2F8rcrm+QLh8TJyaL5ZjkjryA=,4,28,female,9,20120607,20180102
nsm8NC5ivL1XrPr2MSUBTTkLmWRbHTLOc72a81B2QPo=,13,30,male,9,20051103,20171001
YzGkD1mVcUbSYZhzsVPseQHJDBJcZ+CmxgeiB6qQhG0=,1,0,,7,20131211,20171003
+YPEJZRdnrm1Hu6MMvc/a87Cg5WAzenAYskV1AvtC+s=,1,0,,7,20111224,20170922
YkSiELjVoRNykIbqHfckgo4PG81exSQnEVf/b8EgllQ=,9,26,male,7,20140626,20170930
GVQdIxvnIaTvC0qsfeffEGdq7cFyrMytr6Tzc39naM8=,5,19,female,9,20130921,20171116
N/iRskrVf2nNcx+cpjp0vf6rWm1l0H5VkjecvxmCwKM=,1,0,,4,20161104,20161111
+q8rtF4UMDS/MqdMmkCcgei5ePZiLHG0N5W0yfLJoP4=,5,25,male,9,20120529,20180617
+mzGLQMpdSgUmwcT5kLl655C+y1RT9Lz0dWc1OAG5SQ=,1,0,,7,20131003,20170930
ckGA5itNOxdmqUTRHXSXvbQ5yHaNT9k8Cwo+jHEi1Io=,1,0,,7,20120117,20170911
2NFkZ+BR+Dmc+RMoK/2ky2WsWGEdC/tMm85+AdAessU=,1,0,,7,20170116,20170915
x77WBdp+KGE9tVX20TrjKHs7lB0MyUgqGvDq/VADT0o=,3,21,male,3,20150612,20170828
P+Sxa9gtP8P8IQcpPGbwWmEFdrF16hTrtfXyfa5aGoI=,5,27,male,7,20110131,20170910
riIm0f+QfTPILVqrtcWh8/6NMz2Am0jA7heW/FeWlhs=,13,30,female,9,20100923,20171005
mNgDdtu5gkLp49hlwpdFhWuWSRVP7ddZCmnhfN0fJqQ=,22,0,,3,20131130,20170922
QpooEhSBXMh9XOcHEpP+DNtbjBIx7fWKlzOv3ovlEmw=,22,29,male,9,20060911,20180408
Ith4PRvsMkoiof1zPWgTkVG4GnXFHOn9g9jP8vu5D1I=,4,33,female,9,20130909,20171002
OzLg9ItGvxN/uwZg/2nsxgqGD28hP+xV/pBCNXz/AI4=,6,32,male,9,20130821,20171003
RxSwsOQ/XleMoeAMgqRwqZf6n0rtgIAYLhaXAgoWAmc=,13,22,male,9,20110715,20171019
NOcj0JNEdbmE4UxUmVj9pB65vH+H3gKLxt++kgt5DyY=,1,0,,7,20141001,20170918
VYf3JgLTjtFuks3/D5aqofSU/Fscp8l2vBzjM0cJfCg=,4,18,female,7,20151121,20170814
lh2YnhKKyU8uuIfiDnPUoP/6ndUw/pChQ3m+zQoDhdM=,13,0,,3,20130207,20180930
7svzh0lkCKKt268p167Spd0g2Ic2YQokNyN86vrxub4=,4,25,male,4,20160628,20171030
hTMn68aKK+s0DCxnkQD5E74tSCZDHKjZ3O/hrxeC7+s=,13,25,female,9,20110912,20170718
8G9kFHqzaGUu0BRbHV87yYhrWKEaGkuE6beClg2buAc=,10,37,female,3,20140104,20171010
ZS0LNQl90yMjZV6Q+09L1VimrQrwWi8G2ati0WaaSnY=,1,0,,7,20120117,20170216
cwsxFbalsQn4tE+/vpPUr0N3RVbWC8bc0bbd2xquRYc=,8,0,,9,20110123,20170724
/qg/W7/lpKn6n3bRKN58e6CeF63OE4gOB6HDQjfGoOI=,22,23,female,9,20101029,20171001
jWrg65Ox9D4zBVJWpKb+yqaR2fyHOpZx5QMZXwEMdUI=,13,20,male,9,20110521,20171007
Tni88jAYrTlpqjOU2y4DBxs3nO9KEETYqcT01sxUOWw=,1,0,,4,20161103,20170103
JiLzq4tvBCT9TbhedXUj2OA1FlD2fJy/jEa3Wl5SWqo=,1,0,,4,20160419,20171002
PCwQM9jVAUmF4QVMM+Wg8PDugKDJvXJA2YcOjbsprVA=,5,26,female,3,20130120,20171204
f2c4l3mhW4SmXKRP+OfPUdbQ4U8afe+gqcX9Dmh03Xs=,1,21,female,3,20141112,20171005
dadmtMlH9goyYdlqkPv9DulGzafpvRUYKovbgY3j/10=,6,33,female,9,20111020,20171022
xWuWGfZTIcUZ7MAPLoEJg4UKsPoDnX3GlHiArVNW1Ls=,1,0,,7,20120908,20171006
bCEVIRyfotwjhNJS3vMtV/kv9TBfGkH+7We0/rSHcFo=,5,45,female,9,20110919,20180118
nwDyh5Z5+UdqmoSoIt7EqLbob0PGHVxu5UVt/0mh01Q=,5,42,female,9,20100505,20171006
X0jN4/ZQ/nb+i1kyAUM9iKvR6dmqYGT/M8GKA1IlGV4=,22,17,male,3,20141028,20170907
5ou9cUaK9rwP4YA/C1SIeiNo8NsHRLJayTvm/CsWVek=,22,26,male,4,20160923,20170913
xEeMEDdDCvfLGt6eoayVgVh48nLdPvEm1XzwzY6lT58=,3,0,,9,20160107,20180515
DM4/huDNvb8ZnrFbeSHIsUtWQf4L88sgmi/IflaV5WQ=,4,0,female,9,20151012,20170917
DLSBouCNtdV3hcLIn1NAyDPIYfw58fyMGEpptYW+TyA=,10,29,female,7,20131122,20170915
KLSK+qTdLizWhEM+aoNrPDYximYful2sa/AamkMmUZo=,1,0,,7,20151112,20170912
VbTdyIzecgsw/2bbnPfHYxayeN/DvW4brIjpgQAYlw8=,1,0,,7,20110603,20170924
sQI6eIPKbG81cmSyJxOp3vQyWPpqJXWuFIRCwl9eznA=,5,31,female,9,20100215,20180906
pD+1t96PQb7ReomIWZLAdjDrZeK8TOz1yrBZHmq6vxU=,15,31,,9,20101229,20171005
/VJsWcf4NqPtzcunZpRkdJvl9E8ohsjMupN8IqU6Ofc=,15,42,female,9,20070607,20170919
cSBQiVJpN/zclj07NgzpKi1UdPMZL4ZE6HiP3u7epEw=,5,0,,4,20161012,20170504
8XZVCDXHQ943YU4dthfugTCaFRj2TicoAGAampX463g=,14,21,male,7,20141009,20170528
+UU9vHlbbx3htwGmGiVtR5mEP5eAQOXycC7QdwZ71h8=,15,59,male,3,20140702,20170923
5dqlI/cOXI7ECV5wVBKIkJGvgC+PHc351PtuSoqvI7I=,1,0,,7,20110705,20170913
q3hoNdMNjQJzVIKo3BVW9f+41buXz/x8DF9I8d2iTt0=,1,0,,4,20160219,20170407
Lk0UToUeLSYkRuIZn0oi3acZp4pklkywNGLEBKRO++w=,4,22,male,9,20150321,20171026
Zdzltdc1bMc6S3Q0sGMqKsUxg9jwNZzcJx+MN4VULh4=,4,29,male,9,20060708,20170918
aUhy5VRnncZUE1hzNvOBODEeKmmRhRwqf3THzGKUp/o=,5,54,female,3,20130925,20170907
33sI5n1SmYmbVqnLjajuVZaTSMYE74qOEL94pdwfeKI=,13,26,female,3,20140510,20170618
s8Oce1igq03hako2pQCfeXyPVkBs77ArjdrZEQAjpbk=,9,32,male,3,20140921,20170911
AlH6c+XRZWjFCVZPZTnQqsuJjzgSpzJxvOiCLesN/FE=,20,20,male,9,20110602,20170709
+boPBM5G5+vAfbO6zTy7A2FrVQyl91aBPGHkQ6ciNYc=,6,23,male,3,20140104,20171012
ysa47Xg9II+u4MNeXJohIUwn7oAtSIap2EqppqTe9Ac=,12,25,male,3,20130518,20171007
FtrkwG609xXYZllEBPTnhLX/UH/kRStLoEMhRNn7q8c=,1,0,,7,20140828,20170609
zwv9PrDsEvmWWRj+FOWuF5wYcpcAdhC+qUzDj7RG5WQ=,12,35,female,9,20071213,20171221
UMbOR6o0alM2TggZbJ/nYhcRkjhVeJI9R6ELdDU1A8U=,13,20,male,9,20150827,20170722
53cIzBxbtbeC+7htZmau/Q46ALLQdh7D5zwcUJKqqPs=,1,0,,7,20150924,20170923
nCV0uXlTHdN56QKfSCIQ3df2ZcSEQLUgUS8Ww70d4FE=,6,29,male,9,20090311,20170915
vF5T9jTT6kuFlViqa8V4+qnBPASXquljdVAFrEdcUIw=,1,0,,7,20130110,20170910
T5yPNVUhDdofegjqnuSshP4oYVN1p7Of7KNVnw79Nts=,1,0,,7,20160909,20170930
s0i69ExiixcmnNfEEtScP4ECGZZBJD3+BDGpsMKZr48=,1,0,,7,20160829,20170930
8/FV1COI9LyLb+GXYiRFkgiQ/1LjE0srWgXicBFN2dk=,4,26,female,3,20131118,20170924
SCxpcNpxlmZgJzUtTTx6R3/7zbcBHhV/ZrTGnhqXME0=,11,61,male,9,20120609,20170915
oNeK+4aUfZ4nVgOurQpuUikMKMsKWcghL5MBqeR9lN0=,1,0,,7,20130115,20171005
agxS5ih/ll2Kb4fqGnYN0ePtzJQ5NlV2G1zwAUzlT0U=,13,25,female,4,20160126,20170527
MwtB6O9bCqPSy2Q/TO6iSSxiFU1kV4f1CKRj9N1QUyw=,13,19,female,9,20140713,20180528
0iaaiKs0qxLFUawjzz0kRQ11rKJmFn9nCMDlWHX7aPg=,1,0,,9,20141219,20170930
+sDGuSVPDGnDmFlMwZ/TJZMZWlwfBDOZnZur7/Q6hvE=,1,0,,7,20110703,20170926
